Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
Average,Average,Average,Professional,Average,Beginner,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Intermediate,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Not Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Beginner,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Average,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Intermediate,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Excellent,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Average,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Not Interested,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Poor,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Beginner,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Intermediate,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Average,Average,Average,Professional,Average,Average,Excellent,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Average,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Intermediate,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Poor,Poor,Poor,Professional,Poor,Poor,Poor,Excellent,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Cybersecurity and Ethical Hacking
